walk_data_1.TimeStamp, walk_data_1.timeStamp (ms), walk_data_1.accelX, walk_data_1.accelY, walk_data_1.accelZ, walk_data_1.gyroX, walk_data_1.gyroY, walk_data_1.gyroZ, walk_data_2.TimeStamp, walk_data_2.timeStamp (ms), walk_data_2.accelX, walk_data_2.accelY, walk_data_2.accelZ, walk_data_2.gyroX, walk_data_2.gyroY, walk_data_2.gyroZ
Mon Sep 26 15:14:41 2016, 3136, -12250, -530, 10260, 2163, -10670, 4635, Mon Sep 26 15:19:24 2016, 3318, -19374, -5452, 5888, -3101, 4106, -2579
Mon Sep 26 15:14:41 2016, 3147, -11938, -472, 9936, 2593, -10541, 4525, Mon Sep 26 15:19:24 2016, 3328, -13182, -646, 7476, -1192, 2979, -1523
Mon Sep 26 15:14:41 2016, 3157, -11824, -222, 9686, 3270, -10193, 4066, Mon Sep 26 15:19:24 2016, 3338, 20188, 20096, 32767, -3149, 4261, -476
Mon Sep 26 15:14:41 2016, 3167, -11774, 286, 9554, 3580, -9869, 3643, Mon Sep 26 15:19:24 2016, 3348, 16226, 8220, -4992, -3508, 7385, -2687
Mon Sep 26 15:14:41 2016, 3177, -12220, 1022, 10468, 3749, -9382, 2953, Mon Sep 26 15:19:24 2016, 3357, 13716, -8270, -380, -4358, 11183, -3121
Mon Sep 26 15:14:41 2016, 3187, -14268, 2212, 13068, 3611, -9245, 2490, Mon Sep 26 15:19:24 2016, 3368, -15826, -10564, 16630, -908, 12238, -1057
Mon Sep 26 15:14:41 2016, 3197, -15406, 3404, 13224, 3193, -9510, 1794, Mon Sep 26 15:19:24 2016, 3377, -23056, -8238, 24248, -611, 10848, -224
Mon Sep 26 15:14:41 2016, 3207, -16292, 2914, 12998, 3003, -9798, 1565, Mon Sep 26 15:19:24 2016, 3388, -6832, 1482, 13650, -606, 9793, -1433
Mon Sep 26 15:14:41 2016, 3217, -16552, 1866, 10824, 3281, -9925, 1574, Mon Sep 26 15:19:24 2016, 3398, -12694, 8666, 11448, -1028, 9000, -863
Mon Sep 26 15:14:41 2016, 3227, -16490, -372, 6134, 3845, -9754, 1878, Mon Sep 26 15:19:24 2016, 3408, -32768, 7634, -82, -4360, 7911, 115
Mon Sep 26 15:14:41 2016, 3236, -17690, -1166, 3278, 4597, -9308, 2303, Mon Sep 26 15:19:24 2016, 3417, -11564, -10176, 11362, -3036, 4320, -1600
Mon Sep 26 15:14:41 2016, 3247, -20874, -2076, -994, 5325, -8400, 2695, Mon Sep 26 15:19:24 2016, 3428, -8604, -3720, 8760, -1853, 3651, -1182
Mon Sep 26 15:14:41 2016, 3257, -21978, -3242, -5372, 5377, -7358, 2826, Mon Sep 26 15:19:24 2016, 3437, -8562, 4910, 9138, -2266, 2286, -1222
Mon Sep 26 15:14:41 2016, 3267, -22504, -5592, -11934, 5263, -6230, 2745, Mon Sep 26 15:19:24 2016, 3448, -6270, -1106, 10626, -2098, 1472, -1520
Mon Sep 26 15:14:41 2016, 3277, -21918, -5444, -14426, 4718, -4597, 2464, Mon Sep 26 15:19:24 2016, 3458, -7704, 630, 7068, -1728, 852, -1160
Mon Sep 26 15:14:41 2016, 3287, -20108, -2948, -14710, 2466, -1434, 1129, Mon Sep 26 15:19:24 2016, 3468, -6236, 746, 7624, -1466, 549, -977
Mon Sep 26 15:14:41 2016, 3297, -19706, -1378, -9738, -777, 1348, -501, Mon Sep 26 15:19:24 2016, 3477, -4752, 1084, 8150, -1049, 228, -715
Mon Sep 26 15:14:41 2016, 3308, -19074, -198, -3966, -2598, 2462, -1199, Mon Sep 26 15:19:24 2016, 3488, -4068, 778, 7464, -883, 173, -622
Mon Sep 26 15:14:41 2016, 3318, -17096, -84, -1280, -3504, 3151, -1418, Mon Sep 26 15:19:24 2016, 3498, -3566, 430, 7394, -645, 236, -536
Mon Sep 26 15:14:41 2016, 3328, -15114, 148, 1838, -3087, 3542, -876, Mon Sep 26 15:19:24 2016, 3507, -3902, 514, 7116, -488, 309, -408
Mon Sep 26 15:14:41 2016, 3337, -13236, 2040, 3694, -2281, 3690, -115, Mon Sep 26 15:19:24 2016, 3517, -3478, 1116, 7180, -423, 447, -335
Mon Sep 26 15:14:41 2016, 3347, -9536, 4240, 3880, -1756, 4095, 1189, Mon Sep 26 15:19:24 2016, 3528, -3470, 492, 7368, -333, 569, -277
Mon Sep 26 15:14:41 2016, 3357, 9550, 10760, 7646, -1578, 4616, 2110, Mon Sep 26 15:19:24 2016, 3538, -4020, -248, 7480, -180, 772, -18
Mon Sep 26 15:14:41 2016, 3367, 15666, 27556, 15212, -3272, 5679, 3095, Mon Sep 26 15:19:24 2016, 3547, -3620, 2182, 8192, -181, 953, 93
Mon Sep 26 15:14:41 2016, 3377, 25756, -8576, -9704, -6846, 9846, -3387, Mon Sep 26 15:19:24 2016, 3557, -3858, 1094, 7122, -253, 1130, -36
Mon Sep 26 15:14:41 2016, 3387, -9072, -22342, 15582, -5557, 12971, -3739, Mon Sep 26 15:19:24 2016, 3567, -4138, 1404, 7100, -264, 1129, -164
Mon Sep 26 15:14:41 2016, 3396, -25528, -12544, 27616, -3344, 13023, -1337, Mon Sep 26 15:19:24 2016, 3577, -4384, 1134, 7148, -195, 1179, -282
Mon Sep 26 15:14:41 2016, 3407, -8092, -9074, 17626, -2022, 12773, -3345, Mon Sep 26 15:19:24 2016, 3588, -3860, 1166, 7124, -128, 1220, -326
Mon Sep 26 15:14:41 2016, 3417, -16466, 2664, 8898, -1713, 12442, -2527, Mon Sep 26 15:19:24 2016, 3597, -4166, 792, 7106, -5, 1369, -378
Mon Sep 26 15:14:41 2016, 3427, -14546, 4816, 12576, -1003, 10315, -768, Mon Sep 26 15:19:24 2016, 3608, -4066, 16, 6832, 149, 1412, -303
Mon Sep 26 15:14:41 2016, 3437, -27820, 1180, 19038, -2899, 8720, -1515, Mon Sep 26 15:19:24 2016, 3617, -4276, 488, 7480, 126, 1547, -258
Mon Sep 26 15:14:41 2016, 3446, -12652, -3770, 8994, -2791, 5348, -1077, Mon Sep 26 15:19:24 2016, 3627, -4460, 472, 6962, 200, 1568, -210
Mon Sep 26 15:14:41 2016, 3457, -12350, -5448, 6590, -1367, 3581, -878, Mon Sep 26 15:19:24 2016, 3637, -4726, 326, 6652, 240, 1535, -132
Mon Sep 26 15:14:41 2016, 3467, -6514, 3826, 8514, -1988, 2651, -1348, Mon Sep 26 15:19:24 2016, 3648, -4540, 590, 6714, 251, 1568, -116
Mon Sep 26 15:14:41 2016, 3476, -8576, -2280, 9072, -2009, 1188, -1446, Mon Sep 26 15:19:24 2016, 3658, -4396, 1202, 6604, 252, 1556, -150
Mon Sep 26 15:14:41 2016, 3487, -6054, 2532, 7776, -1582, 249, -1096, Mon Sep 26 15:19:24 2016, 3667, -4304, 878, 6870, 295, 1546, -246
Mon Sep 26 15:14:41 2016, 3497, -5360, 1830, 6394, -1544, 379, -790, Mon Sep 26 15:19:24 2016, 3678, -4622, 1054, 6422, 275, 1444, -404
Mon Sep 26 15:14:41 2016, 3507, -3968, 1206, 7510, -863, 24, -669, Mon Sep 26 15:19:24 2016, 3688, -4924, 912, 6472, 300, 1362, -467
Mon Sep 26 15:14:41 2016, 3516, -3456, 864, 7916, -688, -2, -512, Mon Sep 26 15:19:24 2016, 3697, -4848, 1204, 6318, 303, 1300, -537
Mon Sep 26 15:14:41 2016, 3527, -4654, 50, 7582, -186, 242, -321, Mon Sep 26 15:19:24 2016, 3707, -4660, 640, 6218, 311, 1314, -540
Mon Sep 26 15:14:41 2016, 3537, -4168, 670, 7576, 193, 295, -64, Mon Sep 26 15:19:24 2016, 3718, -4804, 454, 6436, 275, 1298, -532
Mon Sep 26 15:14:41 2016, 3548, -3728, -40, 7454, 543, 500, 174, Mon Sep 26 15:19:24 2016, 3727, -4958, 228, 6460, 288, 1104, -409
Mon Sep 26 15:14:41 2016, 3557, -3750, 560, 7624, 734, 597, 320, Mon Sep 26 15:19:24 2016, 3737, -4800, 390, 6512, 192, 1101, -288
Mon Sep 26 15:14:41 2016, 3567, -2572, -594, 7828, 1007, 584, 769, Mon Sep 26 15:19:24 2016, 3747, -4554, 668, 6632, 189, 1266, -281
Mon Sep 26 15:14:41 2016, 3577, -4806, 242, 8310, 1536, 971, 826, Mon Sep 26 15:19:24 2016, 3757, -4710, 810, 6400, 190, 1480, -295
Mon Sep 26 15:14:41 2016, 3587, -3178, 1340, 6102, 1460, 1034, 888, Mon Sep 26 15:19:24 2016, 3768, -4616, 524, 6592, 188, 1675, -281
Mon Sep 26 15:14:41 2016, 3597, -3788, 1190, 7562, 1476, 943, 746, Mon Sep 26 15:19:24 2016, 3777, -4534, 720, 6612, 209, 1961, -244
Mon Sep 26 15:14:41 2016, 3607, -3982, 2116, 6124, 1279, 1043, 558, Mon Sep 26 15:19:24 2016, 3788, -4816, 564, 6532, 236, 2249, -253
Mon Sep 26 15:14:41 2016, 3617, -4260, 1096, 6960, 1227, 968, 506, Mon Sep 26 15:19:24 2016, 3797, -5482, 790, 6502, 234, 2688, -278
Mon Sep 26 15:14:41 2016, 3627, -4344, 1658, 6684, 1137, 812, 489, Mon Sep 26 15:19:24 2016, 3808, -4766, 1106, 6304, 451, 3288, -397
Mon Sep 26 15:14:41 2016, 3637, -4064, 1240, 6690, 1064, 752, 412, Mon Sep 26 15:19:24 2016, 3817, -5298, 596, 6618, 548, 3565, -236
Mon Sep 26 15:14:41 2016, 3647, -3826, 1512, 6432, 834, 640, 386, Mon Sep 26 15:19:24 2016, 3828, -5378, 558, 6656, 461, 3837, -213
Mon Sep 26 15:14:41 2016, 3657, -4544, 1608, 6356, 734, 620, 387, Mon Sep 26 15:19:24 2016, 3837, -5818, 760, 6490, 400, 4547, -195
Mon Sep 26 15:14:41 2016, 3667, -4242, 1348, 6592, 698, 565, 313, Mon Sep 26 15:19:24 2016, 3848, -4446, 796, 6450, 24, 5031, -170
Mon Sep 26 15:14:41 2016, 3676, -4298, 1208, 6014, 665, 736, 257, Mon Sep 26 15:19:24 2016, 3858, -11664, -24, 6314, -164, 6536, 368
Mon Sep 26 15:14:41 2016, 3687, -4380, 1736, 6694, 588, 599, 230, Mon Sep 26 15:19:24 2016, 3868, -6436, 330, 8148, -386, 7325, 257
Mon Sep 26 15:14:41 2016, 3696, -3362, 1804, 9242, 440, 502, 243, Mon Sep 26 15:19:24 2016, 3878, -1606, -124, 5386, -526, 8612, 13
Mon Sep 26 15:14:41 2016, 3707, -3250, 1328, 7302, 546, 504, 106, Mon Sep 26 15:19:24 2016, 3888, -7976, 2600, 9096, -690, 9475, -460
Mon Sep 26 15:14:41 2016, 3717, -4122, 2510, 5550, 107, 714, 53, Mon Sep 26 15:19:24 2016, 3898, -7112, 2154, 8320, -361, 10924, -977
Mon Sep 26 15:14:41 2016, 3727, -3586, 1736, 5774, -92, 515, -244, Mon Sep 26 15:19:25 2016, 3908, -2992, -244, 8784, 35, 11696, -1216
Mon Sep 26 15:14:41 2016, 3737, -3594, 2452, 5510, -341, 645, -408, Mon Sep 26 15:19:25 2016, 3918, -5840, 574, 8152, 48, 13154, -485
Mon Sep 26 15:14:41 2016, 3748, -3934, 1748, 6114, -467, 582, -652, Mon Sep 26 15:19:25 2016, 3928, -2858, 3304, 8824, 377, 16376, 67
Mon Sep 26 15:14:41 2016, 3757, -3344, 2888, 5084, -745, 737, -714, Mon Sep 26 15:19:25 2016, 3938, -13766, 4094, 9018, 1565, 17457, -95
Mon Sep 26 15:14:41 2016, 3768, -4268, 1948, 6194, -980, 764, -1049, Mon Sep 26 15:19:25 2016, 3948, -14998, 3712, 6638, 2163, 17686, -414
Mon Sep 26 15:14:41 2016, 3777, -3672, 1664, 6374, -1130, 714, -1251, Mon Sep 26 15:19:25 2016, 3958, -18672, 3990, 13684, 3336, 17669, -1073
Mon Sep 26 15:14:41 2016, 3787, -4568, 1552, 5228, -1246, 1067, -1279, Mon Sep 26 15:19:25 2016, 3968, -17140, 4250, 8378, 4022, 16661, -1952
Mon Sep 26 15:14:41 2016, 3797, -4830, 1226, 8072, -1159, 854, -1509, Mon Sep 26 15:19:25 2016, 3978, -13654, 5110, 18282, 5382, 14996, -3161
Mon Sep 26 15:14:41 2016, 3807, -4454, 1226, 8320, -1177, 968, -1294, Mon Sep 26 15:19:25 2016, 3988, -12140, -310, 12768, 7940, 13245, -2356
Mon Sep 26 15:14:41 2016, 3817, -4230, 542, 7588, -1132, 1303, -1336, Mon Sep 26 15:19:25 2016, 3998, -13362, 1282, 20106, 6347, 10243, -2648
Mon Sep 26 15:14:41 2016, 3826, -4790, 452, 6620, -922, 1564, -1280, Mon Sep 26 15:19:25 2016, 4008, -23584, 4748, 20288, 4395, 7172, -2988
Mon Sep 26 15:14:41 2016, 3836, -4650, 254, 6862, -556, 1650, -1013, Mon Sep 26 15:19:25 2016, 4017, -32768, 12346, 25866, 5192, 4718, -3436
Mon Sep 26 15:14:41 2016, 3847, -4450, 688, 7740, -323, 1778, -750, Mon Sep 26 15:19:25 2016, 4028, -12966, 14896, 32767, 5448, -822, -2525
Mon Sep 26 15:14:41 2016, 3857, -3532, 1346, 8454, -190, 2484, -705, Mon Sep 26 15:19:25 2016, 4038, -5358, 11922, 24384, 1174, -6223, -2611
Mon Sep 26 15:14:41 2016, 3867, -4684, 898, 6630, -66, 2977, -530, Mon Sep 26 15:19:25 2016, 4048, -1062, 8810, 15064, -535, -8371, -2351
Mon Sep 26 15:14:41 2016, 3877, -3886, 1292, 7040, -13, 3641, -689, Mon Sep 26 15:19:25 2016, 4058, 46, 5794, 11032, -1916, -8798, -2243
Mon Sep 26 15:14:41 2016, 3887, -4732, 624, 7076, 152, 4403, -788, Mon Sep 26 15:19:25 2016, 4068, 340, 3614, 8188, -2051, -8870, -1867
Mon Sep 26 15:14:41 2016, 3897, -5234, 906, 8006, 468, 5028, -810, Mon Sep 26 15:19:25 2016, 4078, -1152, 3686, 7392, -1424, -9395, -1359
Mon Sep 26 15:14:41 2016, 3907, -6696, 1704, 6488, 871, 5805, -683, Mon Sep 26 15:19:25 2016, 4088, -3092, 3616, 7496, -976, -9997, -975
Mon Sep 26 15:14:41 2016, 3917, -4046, -1280, 7300, 872, 6663, -734, Mon Sep 26 15:19:25 2016, 4098, -3708, 3866, 7124, -496, -10823, -391
Mon Sep 26 15:14:41 2016, 3927, -5762, -376, 8396, 1081, 7922, -475, Mon Sep 26 15:19:25 2016, 4108, -4326, 4292, 6390, -394, -11191, -114
Mon Sep 26 15:14:42 2016, 3937, -4178, -1670, 7096, 811, 8869, -703, Mon Sep 26 15:19:25 2016, 4118, -5072, 4708, 6440, -575, -11611, 69
Mon Sep 26 15:14:42 2016, 3947, 50, -3392, 8262, 744, 10241, -730, Mon Sep 26 15:19:25 2016, 4128, -6288, 3554, 5470, -878, -12022, 168
Mon Sep 26 15:14:42 2016, 3957, -3302, 938, 7072, 1138, 12020, -757, Mon Sep 26 15:19:25 2016, 4138, -6614, 3942, 7010, -696, -12648, 334
Mon Sep 26 15:14:42 2016, 3967, -4642, 46, 6138, 1320, 13273, -947, Mon Sep 26 15:19:25 2016, 4148, -6902, 3362, 5174, -545, -12520, 381
Mon Sep 26 15:14:42 2016, 3977, -6664, 4938, 12382, 2248, 15617, -930, Mon Sep 26 15:19:25 2016, 4158, -6288, 2898, 4720, 246, -12451, 730
Mon Sep 26 15:14:42 2016, 3987, -9252, 1318, 7514, 3151, 16841, -552, Mon Sep 26 15:19:25 2016, 4168, -6546, 2266, 4300, 1028, -12127, 1080
Mon Sep 26 15:14:42 2016, 3996, -17756, 5828, 14326, 4901, 17854, -300, Mon Sep 26 15:19:25 2016, 4177, -7156, 2174, 5068, 2236, -11549, 1677
Mon Sep 26 15:14:42 2016, 4007, -14696, -2458, 14684, 7253, 16954, -447, Mon Sep 26 15:19:25 2016, 4188, -8856, 2932, 6516, 2829, -11310, 2064
Mon Sep 26 15:14:42 2016, 4017, -15042, 2016, 11062, 7519, 14232, -662, Mon Sep 26 15:19:25 2016, 4197, -9754, 3396, 7674, 3112, -11218, 2640
Mon Sep 26 15:14:42 2016, 4027, -16900, 3006, 12632, 7556, 12554, 191, Mon Sep 26 15:19:25 2016, 4208, -10862, 3908, 8240, 2998, -11230, 3009
Mon Sep 26 15:14:42 2016, 4037, -4640, 2922, 15092, 7827, 9538, -197, Mon Sep 26 15:19:25 2016, 4218, -10892, 4024, 8538, 2632, -11181, 3679
Mon Sep 26 15:14:42 2016, 4047, -4852, 8184, 21118, 7636, 7010, -1603, Mon Sep 26 15:19:25 2016, 4228, -10666, 4344, 9296, 2279, -11041, 4195
Mon Sep 26 15:14:42 2016, 4057, -24268, 8068, 29274, 2426, 3391, -3565, Mon Sep 26 15:19:25 2016, 4238, -10826, 2960, 9540, 1946, -10680, 4946
Mon Sep 26 15:14:42 2016, 4067, -9526, 11132, 32767, 1343, -465, -4351, Mon Sep 26 15:19:25 2016, 4248, -11052, 1156, 10630, 2021, -10464, 5445
Mon Sep 26 15:14:42 2016, 4077, -740, 5792, 22618, -1290, -4581, -4517, Mon Sep 26 15:19:25 2016, 4258, -12296, 192, 12134, 2411, -10157, 6055
Mon Sep 26 15:14:42 2016, 4087, 1926, 4290, 17534, -1766, -6457, -4001, Mon Sep 26 15:19:25 2016, 4268, -13622, 158, 13428, 2675, -10116, 6327
Mon Sep 26 15:14:42 2016, 4097, 3806, 3698, 13036, -1006, -7468, -3843, Mon Sep 26 15:19:25 2016, 4278, -14996, 604, 14428, 2713, -10304, 6278
Mon Sep 26 15:14:42 2016, 4107, -284, 4822, 8438, -1106, -7238, -3718, Mon Sep 26 15:19:25 2016, 4288, -16684, 1286, 15088, 2501, -10507, 5997
Mon Sep 26 15:14:42 2016, 4117, -1860, 5440, 10472, -214, -8308, -3493, Mon Sep 26 15:19:25 2016, 4298, -17860, 1372, 15620, 2026, -10858, 5255
Mon Sep 26 15:14:42 2016, 4127, -3544, 6306, 10788, -236, -9206, -3079, Mon Sep 26 15:19:25 2016, 4308, -19936, 2200, 14078, 1815, -11222, 4729
Mon Sep 26 15:14:42 2016, 4137, -4414, 6632, 9032, -580, -10533, -2356, Mon Sep 26 15:19:25 2016, 4318, -21374, 680, 11340, 1861, -11348, 3494
Mon Sep 26 15:14:42 2016, 4147, -3912, 6146, 7456, -887, -11091, -1948, Mon Sep 26 15:19:25 2016, 4328, -21632, -184, 5984, 2330, -11341, 2747
Mon Sep 26 15:14:42 2016, 4157, -3598, 3900, 5322, -982, -11314, -1429, Mon Sep 26 15:19:25 2016, 4338, -21006, -1816, 2306, 4127, -10387, 2118
Mon Sep 26 15:14:42 2016, 4167, -3996, 3372, 4436, -734, -11052, -1208, Mon Sep 26 15:19:25 2016, 4348, -20446, -4522, -2874, 5800, -9313, 2276
Mon Sep 26 15:14:42 2016, 4177, -5778, 4454, 4684, -116, -10762, -734, Mon Sep 26 15:19:25 2016, 4358, -23074, -8086, -5234, 8430, -7728, 3533
Mon Sep 26 15:14:42 2016, 4187, -6378, 4248, 5664, 340, -10786, -307, Mon Sep 26 15:19:25 2016, 4368, -28812, -6900, -12188, 9169, -7073, 4375
Mon Sep 26 15:14:42 2016, 4196, -7478, 4108, 5632, 1181, -10625, 322, Mon Sep 26 15:19:25 2016, 4377, -27972, -5094, -16232, 6873, -5337, 4281
Mon Sep 26 15:14:42 2016, 4207, -7784, 3960, 6420, 1663, -10604, 841, Mon Sep 26 15:19:25 2016, 4388, -22894, -3518, -18928, 3675, -3028, 3194
Mon Sep 26 15:14:42 2016, 4218, -8542, 4068, 7086, 2321, -10466, 1600, Mon Sep 26 15:19:25 2016, 4397, -18850, -2490, -17128, -1927, 1335, 520
Mon Sep 26 15:14:42 2016, 4227, -8834, 4120, 7142, 2588, -10350, 2140, Mon Sep 26 15:19:25 2016, 4408, -18918, -2768, -7590, -4640, 3579, -1202
Mon Sep 26 15:14:42 2016, 4237, -9174, 3980, 7432, 2652, -10219, 2933, Mon Sep 26 15:19:25 2016, 4417, -19894, -3042, -616, -5609, 4729, -2508
Mon Sep 26 15:14:42 2016, 4246, -10488, 4442, 8310, 2640, -10088, 3382, Mon Sep 26 15:19:25 2016, 4428, -20080, -3098, 4574, -4320, 4202, -2355
Mon Sep 26 15:14:42 2016, 4256, -10274, 4158, 8306, 2167, -9976, 4080, Mon Sep 26 15:19:25 2016, 4438, -12916, -60, 5218, -1922, 3231, -1267
Mon Sep 26 15:14:42 2016, 4267, -9902, 3788, 8728, 1919, -9869, 4563, Mon Sep 26 15:19:25 2016, 4448, -9326, 2330, 5088, -913, 3183, -617
Mon Sep 26 15:14:42 2016, 4277, -9550, 3256, 8686, 1695, -9635, 4958, Mon Sep 26 15:19:25 2016, 4458, 20084, 9178, 21476, -4962, 5148, -490
Mon Sep 26 15:14:42 2016, 4287, -9582, 2666, 9306, 1588, -9242, 5351, Mon Sep 26 15:19:25 2016, 4468, 4906, 4898, -7330, -5457, 8356, -988
Mon Sep 26 15:14:42 2016, 4297, -10358, 2444, 9910, 1618, -8976, 5558, Mon Sep 26 15:19:25 2016, 4478, 11144, -12220, -454, -6761, 10212, -3660
Mon Sep 26 15:14:42 2016, 4307, -11070, 2220, 10746, 1911, -8753, 5822, Mon Sep 26 15:19:25 2016, 4488, -7284, -17934, 13552, -2851, 11662, -1354
Mon Sep 26 15:14:42 2016, 4317, -11594, 2066, 11678, 2246, -8560, 5843, Mon Sep 26 15:19:25 2016, 4497, -21530, -13258, 20212, -1211, 11349, -434
Mon Sep 26 15:14:42 2016, 4326, -13222, 2506, 12608, 2510, -8571, 5802, Mon Sep 26 15:19:25 2016, 4507, -13694, -3228, 15058, -190, 10718, -1838
Mon Sep 26 15:14:42 2016, 4337, -14606, 2742, 13772, 2491, -8852, 5326, Mon Sep 26 15:19:25 2016, 4517, -15102, 10126, 9912, -342, 9179, -1165
Mon Sep 26 15:14:42 2016, 4347, -16256, 3400, 12982, 2230, -9214, 4742, Mon Sep 26 15:19:25 2016, 4528, -17606, 15920, 8852, -4214, 8271, -1261
Mon Sep 26 15:14:42 2016, 4357, -15822, 2972, 11352, 1843, -9554, 3825, Mon Sep 26 15:19:25 2016, 4538, -10874, -10278, 10936, -2830, 4791, -1242
Mon Sep 26 15:14:42 2016, 4367, -15640, 1148, 8160, 2065, -9460, 3374, Mon Sep 26 15:19:25 2016, 4548, -5168, -9340, 5774, -1522, 3688, -1419
Mon Sep 26 15:14:42 2016, 4376, -15684, 208, 6582, 2925, -8873, 2935, Mon Sep 26 15:19:25 2016, 4557, -6498, 8070, 8680, -1617, 2283, -629
Mon Sep 26 15:14:42 2016, 4386, -16618, -1252, 4500, 3696, -8407, 2845, Mon Sep 26 15:19:25 2016, 4567, -7878, -1102, 7904, -2147, 1572, -1118
Mon Sep 26 15:14:42 2016, 4398, -17576, -3676, 2716, 4978, -7705, 3114, Mon Sep 26 15:19:25 2016, 4578, -5268, -200, 9358, -1997, 816, -1041
Mon Sep 26 15:14:42 2016, 4407, -20718, -5410, -1896, 5839, -7297, 3428, Mon Sep 26 15:19:25 2016, 4588, -5006, 1574, 7998, -1663, 569, -942
Mon Sep 26 15:14:42 2016, 4417, -21908, -5058, -7114, 5926, -6752, 3439, Mon Sep 26 15:19:25 2016, 4598, -4706, 722, 7678, -1175, 366, -743
Mon Sep 26 15:14:42 2016, 4427, -23424, -6322, -12886, 4675, -5094, 2950, Mon Sep 26 15:19:25 2016, 4608, -4496, 1614, 7402, -1044, 305, -631
Mon Sep 26 15:14:42 2016, 4436, -22980, -6154, -15296, 3409, -3479, 2405, Mon Sep 26 15:19:25 2016, 4618, -4338, 322, 7768, -703, 233, -504
Mon Sep 26 15:14:42 2016, 4447, -19896, -3828, -13988, 520, -350, 955, Mon Sep 26 15:19:25 2016, 4628, -3798, 652, 7406, -486, 208, -425
Mon Sep 26 15:14:42 2016, 4457, -18440, -2818, -9980, -1701, 1664, -333, Mon Sep 26 15:19:25 2016, 4638, -4190, 128, 7386, -225, 339, -227
Mon Sep 26 15:14:42 2016, 4467, -18652, -2290, -2810, -3627, 3366, -1587, Mon Sep 26 15:19:25 2016, 4648, -3282, 650, 7312, -177, 423, -131
Mon Sep 26 15:14:42 2016, 4477, -17302, -1956, 372, -3920, 3782, -1785, Mon Sep 26 15:19:25 2016, 4658, -2846, 254, 7260, -146, 697, -58
Mon Sep 26 15:14:42 2016, 4487, -16620, -1106, 4356, -2962, 3871, -1230, Mon Sep 26 15:19:25 2016, 4668, -3058, 280, 7232, -118, 927, -38
Mon Sep 26 15:14:42 2016, 4497, -15872, -254, 3410, -2118, 3639, -505, Mon Sep 26 15:19:25 2016, 4677, -4100, 670, 6990, -29, 1331, 37
Mon Sep 26 15:14:42 2016, 4507, -10192, 1936, 4596, -1446, 4057, 693, Mon Sep 26 15:19:25 2016, 4687, -4078, 1058, 7248, -90, 1364, 14
Mon Sep 26 15:14:42 2016, 4516, 32767, 7590, 21230, -1425, 4424, 1517, Mon Sep 26 15:19:25 2016, 4698, -4064, 928, 6950, -42, 1544, -108
Mon Sep 26 15:14:42 2016, 4527, 9514, 20210, -2522, -3932, 7936, 1158, Mon Sep 26 15:19:25 2016, 4707, -4636, 1642, 7176, -29, 1503, -65
Mon Sep 26 15:14:42 2016, 4538, 21134, -16708, -11766, -7249, 10532, -3089, Mon Sep 26 15:19:25 2016, 4717, -4660, 1138, 7052, -36, 1488, -130
Mon Sep 26 15:14:42 2016, 4548, -14054, -13200, 20162, -1401, 14761, -2287, Mon Sep 26 15:19:25 2016, 4727, -2628, 884, 7324, 90, 1791, -185
Mon Sep 26 15:14:42 2016, 4556, -23192, -10400, 23734, -1777, 15155, -1427, Mon Sep 26 15:19:25 2016, 4738, -4416, 494, 7200, 171, 2180, -171
Mon Sep 26 15:14:42 2016, 4566, -23392, 3372, 4652, -168, 13855, -2010, Mon Sep 26 15:19:25 2016, 4747, -4914, 302, 6766, 263, 2108, -49
Mon Sep 26 15:14:42 2016, 4577, -32768, 28368, 21040, -6045, 12127, -1189, Mon Sep 26 15:19:25 2016, 4758, -4304, 1428, 6370, 266, 2005, 27
Mon Sep 26 15:14:42 2016, 4587, -19982, -20474, 19294, -5634, 5019, -1787, Mon Sep 26 15:19:25 2016, 4767, -4684, 938, 6334, 297, 1906, 36
Mon Sep 26 15:14:42 2016, 4596, -4956, -17042, 12608, -2301, 3237, -1639, Mon Sep 26 15:19:25 2016, 4777, -4638, 1306, 6520, 321, 1862, 20
Mon Sep 26 15:14:42 2016, 4607, -14352, 12802, 3942, -1162, 4026, -164, Mon Sep 26 15:19:25 2016, 4787, -4762, 1204, 6178, 308, 1801, -70
Mon Sep 26 15:14:42 2016, 4617, -6372, 3286, 10424, -1571, 1291, -603, Mon Sep 26 15:19:25 2016, 4797, -4186, 1214, 6436, 303, 1788, -140
Mon Sep 26 15:14:42 2016, 4627, -5812, 2198, 8164, -1630, 501, -882, Mon Sep 26 15:19:25 2016, 4807, -4898, 1066, 6140, 312, 1812, -273
Mon Sep 26 15:14:42 2016, 4637, -5124, 1728, 8170, -1296, 532, -528, Mon Sep 26 15:19:25 2016, 4817, -5134, 1016, 6138, 299, 1641, -374
Mon Sep 26 15:14:42 2016, 4647, -4320, 1072, 7330, -762, 268, -414, Mon Sep 26 15:19:25 2016, 4828, -4774, 1006, 6180, 251, 1408, -501
Mon Sep 26 15:14:42 2016, 4657, -3568, 2142, 6492, -607, 104, -332, Mon Sep 26 15:19:25 2016, 4838, -4762, 962, 6158, 149, 1325, -662
Mon Sep 26 15:14:42 2016, 4667, -3776, 1296, 7706, -435, 162, -321, Mon Sep 26 15:19:25 2016, 4848, -5180, 878, 5880, 79, 1239, -722
